"Cikkszám","Termék Név","Nettó Ár","Bruttó Ár","Kategória","Raktárkészlet","Vásárolható, ha nincs Raktáron","Változatokhoz Raktárkészlet","Alacsony készlet","Paraméter: Minőség||text","Paraméter: Kiszerelés||enum","Paraméter: Szín||text","Paraméter: 1 m2 felülethez||text","Paraméter: Család||text","Paraméter: Kategória||text","Paraméter: Téli hangulat minta||text","Paraméter: Szélesség||text","Paraméter: Hossz||text","Paraméter: Méret||text","Paraméter: Ablakfólia típus||text","Paraméter: Beláthatóság||text","Paraméter: Felhelyezés||text","Paraméter: Felület||text","Paraméter: Hővisszaverés||text","Paraméter: Kopóréteg||text","Paraméter: Öntapadós padló|Padló|text","Paraméter: Padló típusa|Padló|text","Paraméter: UV védelem||text","Paraméter: Vastagság||text","Paraméter: Csomag kiszerelés||enum","Paraméter: Videó segítség|Videók|html","Paraméter: VIP ár||text","Paraméter: m2/doboz||text","Paraméter: m2/tekercs||text","Paraméter: m2/csomag||text","Paraméter: Felhelyezés nehézsége||text","Paraméter: Eltávolítható||text","Paraméter: Illesztés||text","Paraméter: Tisztítása||text","Paraméter: ELŐFIZETÉS||text","Paraméter: Konzultáció||enum","Paraméter: brand||text","Paraméter: ean||text","Paraméter: mpn||text","Paraméter: Lépésmélység||text","Paraméter: Lehajló perem||text","Paraméter: Áremelés||text","Paraméter: Szivacs színe||text","Paraméter: FJ-SKU||text","Paraméter: FJ-Beszállító||text","Paraméter: FJ-Listaár||num","Paraméter: FJ-UOM||text"
"14104","Vágott kő Öntapadós Fólia (2 m x 45 cm)","1566.92913386","1990","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","41","0","0","","Basic","Tekercs","Kő mintás ","","Öntapadós fólia","","","45 cm","2 m","2 m x 45 cm","","","Öntapadós","","","","","","","0,8 mm - 0,9 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","","","","","","","","",""
"10869","Várfal Öntapadós Fólia (15 m x 67,5 cm)","13381.8897638","16995","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","0","0","0","","Basic","Tekercs","Kő mintás ","","Öntapadós fólia","","","67,5 cm","15 m","15 m x 67,5 cm","","","Öntapadós","","","","","","","0,8 mm - 0,9 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","","","","","","","","",""
"10164","Várfal Öntapadós Fólia 45 cm (2 m x 45 cm)","1566.92913386","1990","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","3","0","0","","Basic","Tekercs","Kő mintás ","","Öntapadós fólia","","","45 cm","2 m","2 m x 45 cm","","","Öntapadós","","","","","","","0,8 mm - 0,9 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","","","","","","","","",""
"346-0655","Világos Kő Öntapadós Fólia (Avellino Stone) (2 m x 45 cm)","1976.38","2510","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","47","0","0","","Standard","Tekercs","Márvány mintás","","Öntapadós fólia","","","45 cm","2 m","2 m x 45 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","","","2","igen","Észrevétlen ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386311719","","","","","","","","",""
"346-8142","Világos Kő Öntapadós Fólia (Avellino Stone) (2 m x 67,5 cm)","2543.31","3230","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","88","0","0","","Standard","Tekercs","Kő mintás","","Öntapadós fólia","","","67,5 cm","2 m","2 m x 67,5 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","1.35","","2","igen","Észrevétlen ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386327727","","","","","","","","",""
"346-0444","Vörös Kő Darabok Öntapadós Fólia (Becky) (2 m x 45 cm)","1976.38","2510","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","15","0","0","","Standard","Tekercs","Kő mintás ","","Öntapadós fólia","","","45 cm","2 m","2 m x 45 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386217530","","","","","","","","",""
"200-2158","Vörös Tégla Öntapadós Fólia (Ahaus Rot) (15 m x 45 cm)","8409.45","10680","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","4","0","0","","Standard","Tekercs","Kőhatású","","Öntapadós fólia","","","45 cm","15 m","15 m x 45 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","6.75","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386003072","","","","","","","","",""
"200-5590","Vörös Tégla Öntapadós Fólia (Ahaus Rot) (15 m x 90 cm)","18578.74","23595","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","10","0","0","","Standard","Tekercs","Kőhatású","","Öntapadós fólia","","","90 cm","15 m","15 m x 90 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","13.5","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386272201","","","","","","","","",""
"346-0221","Vörös Tégla Öntapadós Fólia (Ahaus Rot) (2 m x 45 cm)","1976.38","2510","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","18","0","0","","Standard","Tekercs","Kő mintás ","","Öntapadós fólia","","","45 cm","2 m","2 m x 45 cm","","","Öntapadós","Bútor","","","","","","0,15 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386313232","","","","","","","","",""
"200-2158-5M","Vörös Tégla Öntapadós Fólia (Ahaus Rot) (5 m x 45 cm)","3649.61","4635","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","6","0","0","","Standard","Tekercs","Kőhatású","","Öntapadós fólia","","","45 cm","5 m","5 m x 45 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","2.25","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","200-2158-5M","","","","","","","",""
"200-5590-5M","Vörös Tégla Öntapadós Fólia (Ahaus Rot) (5 m x 90 cm)","7437.01","9445","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","6","0","0","","Standard","Tekercs","Kőhatású","","Öntapadós fólia","","","90 cm","5 m","5 m x 90 cm","","","Öntapadós","Bútor","","","","","","0,9 mm - 0,11 mm","1 db","","","","4.5","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","200-5590-5M","","","","","","","",""
"11560","Vörös-Barna téglafal Öntapadós Fólia (2 m x 45 cm)","1566.92913386","1990","Öntapadós fólia|Beton/Tégla/Kő Öntapadós Fólia","7","0","0","","Basic","Tekercs","Kő mintás ","","Öntapadós fólia","","","45 cm","2 m","2 m x 45 cm","","","Öntapadós","","","","","","","0,8 mm - 0,9 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","","","","","","","","",""
"230-2106"," Csíkos (Ben weiss) Átlátszó  Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331205","","","","","","F2302106","Konrad Hornschuch AG","0.59","12"
"230-2100"," Opalino Átlátszó Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321381","","","","","","F2302100","Konrad Hornschuch AG","0.59","12"
"230-2101","Alisa Átlátszó Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321398","","","","","","F2302101","Konrad Hornschuch AG","0.59","12"
"230-5201","Antracit leveles (Flower anthrazit) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331380","","","","","","F2305201","Konrad Hornschuch AG","3.34","12"
"230-4507","Antracit ovális (Uni anthrazit) Tányéralátét (30 cm x 45 cm )","889.7638","1130","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331366","","","","","","F2304507","Konrad Hornschuch AG","1.33","12"
"230-2531","Barbecue offwhite Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386324962","","","","","","F2302531","Konrad Hornschuch AG","0.59","12"
"230-2511","Barista Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","42","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321534","","","","","","F2302511","Konrad Hornschuch AG","0.59","12"
"230-5202","Barna szegett (Square mocca) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331397","","","","","","F2305202","Konrad Hornschuch AG","3.34","12"
"230-2546","Beton Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","56","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386342683","","","","","","F2302546","Konrad Hornschuch AG","0.59","12"
"230-5203","Bézs szegett (Square beige) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331403","","","","","","F2305203","Konrad Hornschuch AG","3.34","12"
"230-2512","Cappuccino Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","48","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321541","","","","","","F2302512","Konrad Hornschuch AG","0.59","12"
"230-2513","Couvert Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","11","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321558","","","","","","F2302513","Konrad Hornschuch AG","0.59","12"
"230-5212","Dakota grau Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331496","","","","","","F2305212","Konrad Hornschuch AG","3.34","12"
"230-2518","Édes Otthon (Homelove) Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","54","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321602","","","","","","F2302518","Konrad Hornschuch AG","0.59","12"
"230-2517","Élj a mának (Carpe Diem) Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","52","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321596","","","","","","F2302517","Konrad Hornschuch AG","0.59","12"
"230-2543","Faroso Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386342621","","","","","","F2302543","Konrad Hornschuch AG","0.59","12"
"230-5205","Fekete vászon (Struktura schwarz) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331427","","","","","","F2305205","Konrad Hornschuch AG","3.34","12"
"230-4500","Hófehér ovális  (Uni weiss) Tányéralátét (30 cm x 45 cm )","948.8189","1205","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331298","","","","","","F2304500","Konrad Hornschuch AG","1.33","12"
"230-2103","Jó reggelt! (Bon Appétit) Átlátszó  Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321411","","","","","","F2302103","Konrad Hornschuch AG","0.59","12"
"230-5217","Kék vászon (Struktura blau) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386345455","","","","","","F2305217","Konrad Hornschuch AG","3.34","12"
"230-2530","Kerti party (Barbecue schiefer) Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","49","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386324955","","","","","","F2302530","Konrad Hornschuch AG","0.59","12"
"230-5209","Lime körök (Circle limone) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331465","","","","","","F2305209","Konrad Hornschuch AG","3.34","12"
"230-2545","Marmi black Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","56","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386342669","","","","","","F2302545","Konrad Hornschuch AG","0.59","12"
"230-2544","Marmi white Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","50","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386342645","","","","","","F2302544","Konrad Hornschuch AG","0.59","12"
"230-5215","Menta vászon (Struktura mentol) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386345431","","","","","","F2305215","Konrad Hornschuch AG","3.34","12"
"230-5207","Natúr vászon (Struktura natur) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331441","","","","","","F2305207","Konrad Hornschuch AG","3.34","12"
"230-5210","Natúr-bézs körök (Circle natur) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331472","","","","","","F2305210","Konrad Hornschuch AG","3.34","12"
"230-2532","New York (Times Square) Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","48","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386324979","","","","","","F2302532","Konrad Hornschuch AG","0.59","12"
"230-5206","Olajzöld vászon (Struktura schilf) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386331434","","","","","","F2305206","Konrad Hornschuch AG","3.34","12"
"230-2548","Palaszürke (Schiefer) Tányéralátét (29 cm x 44 cm )","429.1339","545","Konyha|Tányéralátét","56","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386345424","","","","","","F2302548","Konrad Hornschuch AG","0.59","12"
"230-5219","Pasztell kék körök (Circle pastellblau) Tányéralátét (30 cm x 45 cm )","2240.1575","2845","Konyha|Tányéralátét","12","0","0","","Premium","1 darabos","","","Tányéralátét","","","30 cm","45 cm","30 cm x 45 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386345479","","","","","","F2305219","Konrad Hornschuch AG","3.34","12"
"230-2102","Pillangók (Papilio) Átlátszó Tányéralátét (29 cm x 44 cm )","421.2598","535","Konyha|Tányéralátét","12","0","0","","Standard","1 darabos","","","Tányéralátét","","","29 cm","44 cm","29 cm x 44 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-home","4007386321404","","","","","","F2302102","Konrad Hornschuch AG","0.59","12"
